"screen_name","word","n","total","freq"
"promobricks","#cloneturbotank",1,17,0.0588235294117647
"promobricks","#legolove",1,17,0.0588235294117647
"promobricks","#legomagazine",1,17,0.0588235294117647
"promobricks","#legostarwars",1,17,0.0588235294117647
"promobricks","#promobricks",1,17,0.0588235294117647
"promobricks","clone",1,17,0.0588235294117647
"promobricks","coming",1,17,0.0588235294117647
"promobricks","https://t.co/lqcj4zh06u",1,17,0.0588235294117647
"promobricks","lego",1,17,0.0588235294117647
"promobricks","magazin",1,17,0.0588235294117647
"promobricks","star",1,17,0.0588235294117647
"promobricks","swisttal",1,17,0.0588235294117647
"promobricks","tank",1,17,0.0588235294117647
"promobricks","turbo",1,17,0.0588235294117647
"promobricks","wars",1,17,0.0588235294117647
"prufrockly","fuck",1,8,0.125
"prufrockly","game",1,8,0.125
"prufrockly","lego",1,8,0.125
"prufrockly","pushed",1,8,0.125
"prufrockly","saga",1,8,0.125
"prufrockly","skywalker",1,8,0.125
"prufrockly","star",1,8,0.125
"prufrockly","wars",1,8,0.125
"PS5only","https://t.co/3lovvx8w3l",1,184,0.00543478260869565
"PS5only","https://t.co/autnif9gw3",1,184,0.00543478260869565
"PS5only","https://t.co/cbzfmiqcci",1,184,0.00543478260869565
"PS5only","https://t.co/gvode4ojk0",1,184,0.00543478260869565
"PS5only","https://t.co/jj2sjh4mmv",1,184,0.00543478260869565
"PS5only","https://t.co/kebwsbrrju",1,184,0.00543478260869565
"PS5only","https://t.co/ki8zrcyrfw",1,184,0.00543478260869565
"PS5only","https://t.co/n4qpec5a2y",1,184,0.00543478260869565
"PS5only","https://t.co/nuvljywsez",1,184,0.00543478260869565
"PS5only","https://t.co/ugwsptzkhp",1,184,0.00543478260869565
"PS5only","https://t.co/wbd5lodyy5",1,184,0.00543478260869565
"PS5only","https://t.co/xpimgkqbm1",1,184,0.00543478260869565
"PS5only","https://t.co/yh4zvot3vz",1,184,0.00543478260869565
"PS5only","https://t.co/z7aivrn6tn",1,184,0.00543478260869565
"PS5Restocked","#ad",1,20,0.05
"PS5Restocked","awaited",1,20,0.05
"PS5Restocked","bit",1,20,0.05
"PS5Restocked","celebration",1,20,0.05
"PS5Restocked","https://t.co/9cv7lwv7ts",1,20,0.05
"PS5Restocked","lego",1,20,0.05
"PS5Restocked","official",1,20,0.05
"PS5Restocked","post",1,20,0.05
"PS5Restocked","ps5",1,20,0.05
"PS5Restocked","saga",1,20,0.05
"PS5Restocked","skywalker",1,20,0.05
"PS5Restocked","spring",1,20,0.05
"PS5Restocked","star",1,20,0.05
"PS5Restocked","swear",1,20,0.05
"PS5Restocked","tonight",1,20,0.05
"PS5Restocked","trailer",1,20,0.05
"PS5Restocked","wait",1,20,0.05
"PS5Restocked","wars",1,20,0.05
"PSUdotcom","#gameplay",1,19,0.0526315789473684
"PSUdotcom","#legostarwarstheskywalkersaga",1,19,0.0526315789473684
"PSUdotcom","#news",1,19,0.0526315789473684
"PSUdotcom","#ps4",1,19,0.0526315789473684
"PSUdotcom","#ps5",1,19,0.0526315789473684
"PSUdotcom","#repost",1,19,0.0526315789473684
"PSUdotcom","confirms",1,19,0.0526315789473684
"PSUdotcom","gameplay",1,19,0.0526315789473684
"PSUdotcom","https://t.co/jo9m97pbyd",1,19,0.0526315789473684
"PSUdotcom","https://t.co/ms8rpqzz9j",1,19,0.0526315789473684
"PSUdotcom","launch",1,19,0.0526315789473684
"PSUdotcom","lego",1,19,0.0526315789473684
"PSUdotcom","saga",1,19,0.0526315789473684
"PSUdotcom","skywalker",1,19,0.0526315789473684
"PSUdotcom","spring",1,19,0.0526315789473684
"PSUdotcom","star",1,19,0.0526315789473684
"PSUdotcom","trailer",1,19,0.0526315789473684
"PSUdotcom","wars",1,19,0.0526315789473684
"PSUdotcom","window",1,19,0.0526315789473684
"PSWsenate","@raza2594",1,12,0.0833333333333333
"PSWsenate","bit",1,12,0.0833333333333333
"PSWsenate","complete",1,12,0.0833333333333333
"PSWsenate","lego",1,12,0.0833333333333333
"PSWsenate","mando",1,12,0.0833333333333333
"PSWsenate","marathon",1,12,0.0833333333333333
"PSWsenate","played",1,12,0.0833333333333333
"PSWsenate","season",1,12,0.0833333333333333
"psycho_retros_2","@vicious696",1,20,0.05
"psycho_retros_2","@wylie99998",1,20,0.05
"psycho_retros_2","exclusive",1,20,0.05
"psycho_retros_2","gen",1,20,0.05
"psycho_retros_2","hogwarts",1,20,0.05
"psycho_retros_2","holiday",1,20,0.05
"psycho_retros_2","knights",1,20,0.05
"psycho_retros_2","lego",1,20,0.05
"psycho_retros_2","ps5xsx",1,20,0.05
"psycho_retros_2","remains",1,20,0.05
"psycho_retros_2","spring",1,20,0.05
"psycho_retros_2","star",1,20,0.05
"psycho_retros_2","step",1,20,0.05
"psycho_retros_2","time",1,20,0.05
"psycho_retros_2","toes",1,20,0.05
"psycho_retros_2","wanna",1,20,0.05
"psycho_retros_2","wars",1,20,0.05
"psycho_retros_2","wb",1,20,0.05
"psychowulfboy","amount",1,8,0.125
"psychowulfboy","delays",1,8,0.125
"psychowulfboy","game",1,8,0.125
"psychowulfboy","https://t.co/agdjhuhb1e",1,8,0.125
"psychowulfboy","lego",1,8,0.125
"psychowulfboy","star",1,8,0.125
"psychowulfboy","swear",1,8,0.125
"psychowulfboy","wars",1,8,0.125
"PughChief","@youtube",1,16,0.0625
"PughChief","anakin",1,16,0.0625
"PughChief","breaking",1,16,0.0625
"PughChief","clones",1,16,0.0625
"PughChief","flak",1,16,0.0625
"PughChief","https://t.co/gddvvy4q7o",1,16,0.0625
"PughChief","iii",1,16,0.0625
"PughChief","lego",1,16,0.0625
"PughChief","obiwan",1,16,0.0625
"PughChief","star",1,16,0.0625
"Pulse7K","lego",1,5,0.2
"Pulse7K","nostalgia",1,5,0.2
"Pulse7K","play",1,5,0.2
"Pulse7K","star",1,5,0.2
"Pulse7K","wars",1,5,0.2
"purehavuk","#blog",1,12,0.0833333333333333
"purehavuk","#comics",1,12,0.0833333333333333
"purehavuk","#news",1,12,0.0833333333333333
"purehavuk","https://t.co/7hyfuwjyrc",1,12,0.0833333333333333
"purehavuk","https://t.co/ohvurdvd2f",1,12,0.0833333333333333
"purehavuk","https://t.co/owcsv4y3kt",1,12,0.0833333333333333
"purehavuk","lego",1,12,0.0833333333333333
"purehavuk","saga",1,12,0.0833333333333333
"purehavuk","skywalker",1,12,0.0833333333333333
"purehavuk","star",1,12,0.0833333333333333
"purehavuk","trailer",1,12,0.0833333333333333
"purehavuk","wars",1,12,0.0833333333333333
"pushsquare","gags",1,40,0.025
"pushsquare","games",1,40,0.025
"pushsquare","grin",1,40,0.025
"pushsquare","grininducing",1,40,0.025
"pushsquare","https://t.co/5fuhguh0cw",1,40,0.025
"pushsquare","https://t.co/wpgqbwrdu2",1,40,0.025
"pushsquare","saga",1,40,0.025
"pushsquare","sagas",1,40,0.025
"pushsquare","set",1,40,0.025
"pushsquare","spring",1,40,0.025
"pushsquare","typically",1,40,0.025
"PushStartMedia","#pushstartplay",1,10,0.1
"PushStartMedia","gameplay",1,10,0.1
"PushStartMedia","https://t.co/yvorngtn3k",1,10,0.1
"PushStartMedia","lego",1,10,0.1
"PushStartMedia","news",1,10,0.1
"PushStartMedia","saga",1,10,0.1
"PushStartMedia","skywalker",1,10,0.1
"PushStartMedia","star",1,10,0.1
"PushStartMedia","trailer",1,10,0.1
"PushStartMedia","wars",1,10,0.1
"PvPLive_Net","#lego",1,19,0.0526315789473684
"PvPLive_Net","#starwars",1,19,0.0526315789473684
"PvPLive_Net","#theskywalkersaga",1,19,0.0526315789473684
"PvPLive_Net","delay",1,19,0.0526315789473684
"PvPLive_Net","discloses",1,19,0.0526315789473684
"PvPLive_Net","fantastic",1,19,0.0526315789473684
"PvPLive_Net","gamescom",1,19,0.0526315789473684
"PvPLive_Net","https://t.co/0uguur7htz",1,19,0.0526315789473684
"PvPLive_Net","https://t.co/istnrk6pb2",1,19,0.0526315789473684
"PvPLive_Net","lego",1,19,0.0526315789473684
"PvPLive_Net","live",1,19,0.0526315789473684
"PvPLive_Net","night",1,19,0.0526315789473684
"PvPLive_Net","saga",1,19,0.0526315789473684
"PvPLive_Net","skywalker",1,19,0.0526315789473684
"PvPLive_Net","star",1,19,0.0526315789473684
"PvPLive_Net","tales",1,19,0.0526315789473684
"PvPLive_Net","teaser",1,19,0.0526315789473684
"PvPLive_Net","travellers",1,19,0.0526315789473684
"PvPLive_Net","wars",1,19,0.0526315789473684
"PyroFoxChloe","@nintendeal",1,6,0.166666666666667
"PyroFoxChloe","complete",1,6,0.166666666666667
"PyroFoxChloe","lego",1,6,0.166666666666667
"PyroFoxChloe","saga",1,6,0.166666666666667
"PyroFoxChloe","star",1,6,0.166666666666667
"PyroFoxChloe","wars",1,6,0.166666666666667
"qasmokegames","awakens",1,11,0.0909090909090909
"qasmokegames","clone",1,11,0.0909090909090909
"qasmokegames","force",1,11,0.0909090909090909
"qasmokegames","iii",1,11,0.0909090909090909
"QianaYo53635588","@obe1plays",1,8,0.125
"QianaYo53635588","game",1,8,0.125
"QianaYo53635588","lego",1,8,0.125
"QianaYo53635588","marvel",1,8,0.125
"QianaYo53635588","midnight",1,8,0.125
"QianaYo53635588","star",1,8,0.125
"QianaYo53635588","suns",1,8,0.125
"QianaYo53635588","wars",1,8,0.125
"Quinten_Lee","#birthday",1,14,0.0714285714285714
"Quinten_Lee","#starwars",1,14,0.0714285714285714
"Quinten_Lee","birthday",1,14,0.0714285714285714
"Quinten_Lee","complaints",1,14,0.0714285714285714
"Quinten_Lee","falcon",1,14,0.0714285714285714
"Quinten_Lee","https://t.co/k8rrmscxdd",1,14,0.0714285714285714
"Quinten_Lee","lego",1,14,0.0714285714285714
"Quinten_Lee","millennium",1,14,0.0714285714285714
"Quinten_Lee","mizbetsyh",1,14,0.0714285714285714
"Quinten_Lee","putting",1,14,0.0714285714285714
"Quinten_Lee","ser",1,14,0.0714285714285714
"Quinten_Lee","star",1,14,0.0714285714285714
"Quinten_Lee","wars",1,14,0.0714285714285714
"Quinten_Lee","watching",1,14,0.0714285714285714
"RachelLeishman","@mingna",1,5,0.2
"RachelLeishman","https://t.co/58etle55sa",1,5,0.2
"RachelLeishman","lego",1,5,0.2
"RachelLeishman","love",1,5,0.2
"RachelLeishman","nerdy",1,5,0.2
"RailsTheFox","@pigeonthegamer",1,5,0.2
"RailsTheFox","forgot",1,5,0.2
"RailsTheFox","lego",1,5,0.2
"RailsTheFox","star",1,5,0.2
"RailsTheFox","wars",1,5,0.2
"RajaUmayal","distraction",1,9,0.111111111111111
"RajaUmayal","holiday",1,9,0.111111111111111
"RajaUmayal","https://t.co/qgom6vjg8l",1,9,0.111111111111111
"RajaUmayal","lego",1,9,0.111111111111111
"RajaUmayal","pleasant",1,9,0.111111111111111
"RajaUmayal","review",1,9,0.111111111111111
"RajaUmayal","special",1,9,0.111111111111111
"RajaUmayal","star",1,9,0.111111111111111
"RajaUmayal","wars",1,9,0.111111111111111
"ramlaythal","drops",1,8,0.125
"ramlaythal","game",1,8,0.125
"ramlaythal","lego",1,8,0.125
"ramlaythal","star",1,8,0.125
"ramlaythal","tho",1,8,0.125
"ramlaythal","trailer",1,8,0.125
"ramlaythal","unfollow",1,8,0.125
"ramlaythal","wars",1,8,0.125
"Ramon__Guild","dead",1,8,0.125
"Ramon__Guild","dire",1,8,0.125
"Ramon__Guild","https://t.co/ltgyqcuja0",1,8,0.125
"Ramon__Guild","lego",1,8,0.125
"Ramon__Guild","solo",1,8,0.125
"Ramon__Guild","space",1,8,0.125
"Ramon__Guild","star",1,8,0.125
"Ramon__Guild","wars",1,8,0.125
"RamRadio7","@gizmodo",1,13,0.0769230769230769
"RamRadio7","gizmodo",1,13,0.0769230769230769
"RamRadio7","https://t.co/qxl1tzki9o",1,13,0.0769230769230769
"RamRadio7","lego",1,13,0.0769230769230769
"RamRadio7","makes",1,13,0.0769230769230769
"RamRadio7","rt",1,13,0.0769230769230769
"RamRadio7","sagas",1,13,0.0769230769230769
"RamRadio7","skywalker",1,13,0.0769230769230769
"RamRadio7","star",1,13,0.0769230769230769
"RamRadio7","trailer",1,13,0.0769230769230769
"RamRadio7","wait",1,13,0.0769230769230769
"RamRadio7","wars",1,13,0.0769230769230769
"RamRadio7","worth",1,13,0.0769230769230769
"Rashidaaah","@afiqjiwa14",1,25,0.04
"Rashidaaah","amp",1,25,0.04
"Rashidaaah","archi",1,25,0.04
"Rashidaaah","beli",1,25,0.04
"Rashidaaah","btw",1,25,0.04
"Rashidaaah","collection",1,25,0.04
"Rashidaaah","damnnn",1,25,0.04
"Rashidaaah","death",1,25,0.04
"Rashidaaah","display",1,25,0.04
"Rashidaaah","doable",1,25,0.04
"Rashidaaah","haha",1,25,0.04
"Rashidaaah","ka",1,25,0.04
"Rashidaaah","kasi",1,25,0.04
"Rashidaaah","la",1,25,0.04
"Rashidaaah","lego",1,25,0.04
"Rashidaaah","lg",1,25,0.04
"Rashidaaah","nanti",1,25,0.04
"Rashidaaah","pricey",1,25,0.04
"Rashidaaah","semuanya",1,25,0.04
"Rashidaaah","series",1,25,0.04
"Rashidaaah","start",1,25,0.04
"Rashidaaah","tu",1,25,0.04
"Rashidaaah","wars",1,25,0.04
"RathThiago","@dieg0616",1,5,0.2
"RathThiago","@qkgame",1,5,0.2
"RathThiago","lego",1,5,0.2
"RathThiago","star",1,5,0.2
"RathThiago","wars",1,5,0.2
"Raviolitostitos","@legogroup",1,6,0.166666666666667
"Raviolitostitos","bro",1,6,0.166666666666667
"Raviolitostitos","hey",1,6,0.166666666666667
"Raviolitostitos","lego",1,6,0.166666666666667
"Raviolitostitos","star",1,6,0.166666666666667
"Raviolitostitos","wars",1,6,0.166666666666667
"razzatazzjass","ban",1,7,0.142857142857143
"razzatazzjass","games",1,7,0.142857142857143
"razzatazzjass","lego",1,7,0.142857142857143
"razzatazzjass","ps2",1,7,0.142857142857143
"razzatazzjass","star",1,7,0.142857142857143
"razzatazzjass","video",1,7,0.142857142857143
"razzatazzjass","wars",1,7,0.142857142857143
"RealBenMaynard","@miltonwebber7",1,24,0.0416666666666667
"RealBenMaynard","@starrapter",1,24,0.0416666666666667
"RealBenMaynard","@starwars",1,24,0.0416666666666667
"RealBenMaynard","@themandalorian",1,24,0.0416666666666667
"RealBenMaynard","#outerrimtransmission",1,24,0.0416666666666667
"RealBenMaynard","#starwars",1,24,0.0416666666666667
"RealBenMaynard","#themandalorian",1,24,0.0416666666666667
"RealBenMaynard","bring",1,24,0.0416666666666667
"RealBenMaynard","comics",1,24,0.0416666666666667
"RealBenMaynard","cover",1,24,0.0416666666666667
"RealBenMaynard","est",1,24,0.0416666666666667
"RealBenMaynard","games",1,24,0.0416666666666667
"RealBenMaynard","https://t.co/hgvcmgtnx0",1,24,0.0416666666666667
"RealBenMaynard","https://t.co/yszsb8cdq8",1,24,0.0416666666666667
"RealBenMaynard","join",1,24,0.0416666666666667
"RealBenMaynard","lego",1,24,0.0416666666666667
"RealBenMaynard","pm",1,24,0.0416666666666667
"RealBenMaynard","scenes",1,24,0.0416666666666667
"RealBenMaynard","star",1,24,0.0416666666666667
"RealBenMaynard","tonight",1,24,0.0416666666666667
"RealBenMaynard","video",1,24,0.0416666666666667
"RealBenMaynard","wars",1,24,0.0416666666666667
"realbrianmullin","@fenixmurda",1,11,0.0909090909090909
"realbrianmullin","@ign",1,11,0.0909090909090909
"realbrianmullin","@josecanyusee",1,11,0.0909090909090909
"realbrianmullin","@mrnotasynth",1,11,0.0909090909090909
"realbrianmullin","@notpenguino",1,11,0.0909090909090909
"realbrianmullin","@peanut219live",1,11,0.0909090909090909
"realbrianmullin","@strawdee",1,11,0.0909090909090909
"realbrianmullin","chucklehead",1,11,0.0909090909090909
"realbrianmullin","lego",1,11,0.0909090909090909
"realbrianmullin","star",1,11,0.0909090909090909
"realbrianmullin","wars",1,11,0.0909090909090909
"RealJayhost","@youtube",1,13,0.0769230769230769
"RealJayhost","#legostarwarstheskywalkersaga",1,13,0.0769230769230769
"RealJayhost","#reaction",1,13,0.0769230769230769
"RealJayhost","gameplay",1,13,0.0769230769230769
"RealJayhost","https://t.co/ibjdqonfq4",1,13,0.0769230769230769
"RealJayhost","lego",1,13,0.0769230769230769
"RealJayhost","official",1,13,0.0769230769230769
"RealJayhost","reaction",1,13,0.0769230769230769
"RealJayhost","saga",1,13,0.0769230769230769
"RealJayhost","skywalker",1,13,0.0769230769230769
"RealJayhost","star",1,13,0.0769230769230769
"RealJayhost","trailer",1,13,0.0769230769230769
"RealJayhost","wars",1,13,0.0769230769230769
"RealTechGizmo","apple",1,9,0.111111111111111
"RealTechGizmo","arcade",1,9,0.111111111111111
"RealTechGizmo","exclusive",1,9,0.111111111111111
"RealTechGizmo","game",1,9,0.111111111111111
"RealTechGizmo","https://t.co/2u9im2btuy",1,9,0.111111111111111
"RealTechGizmo","https://t.co/7dnz9lpuxj",1,9,0.111111111111111
"RealTechGizmo","lego",1,9,0.111111111111111
"RealTechGizmo","star",1,9,0.111111111111111
"RealTechGizmo","wars",1,9,0.111111111111111
"Rebel_Heart_ExE","https://t.co/93t8fppcqg",1,6,0.166666666666667
"Rebel_Heart_ExE","lego",1,6,0.166666666666667
"Rebel_Heart_ExE","star",1,6,0.166666666666667
"Rebel_Heart_ExE","trailer",1,6,0.166666666666667
"Rebel_Heart_ExE","wars",1,6,0.166666666666667
"Rebel_Heart_ExE","watching",1,6,0.166666666666667
"REBELCHILD24","https://t.co/bvtzunrxvz",1,30,0.0333333333333333
"REBELCHILD24","https://t.co/uyhbznft4a",1,30,0.0333333333333333
"RebelHeirPod","benefitting",1,13,0.0769230769230769
"RebelHeirPod","cosplay",1,13,0.0769230769230769
"RebelHeirPod","dressed",1,13,0.0769230769230769
"RebelHeirPod","https://t.co/glnq9s1tdp",1,13,0.0769230769230769
"RebelHeirPod","kenobi",1,13,0.0769230769230769
"RebelHeirPod","lego",1,13,0.0769230769230769
"RebelHeirPod","livestream",1,13,0.0769230769230769
"RebelHeirPod","playing",1,13,0.0769230769230769
"RebelHeirPod","prevention",1,13,0.0769230769230769
"RebelHeirPod","star",1,13,0.0769230769230769
"RebelHeirPod","suicide",1,13,0.0769230769230769
"RebelHeirPod","wars",1,13,0.0769230769230769
"RebelHeirPod","week",1,13,0.0769230769230769
"Red_Tricycle","harry",1,5,0.2
"Red_Tricycle","https://t.co/5cgcaf4v7b",1,5,0.2
"Red_Tricycle","potter",1,5,0.2
"Red_Tricycle","star",1,5,0.2
"Red_Tricycle","wars",1,5,0.2
"Redrose357_","bust",1,10,0.1
"Redrose357_","character",1,10,0.1
"Redrose357_","circle",1,10,0.1
"Redrose357_","fur",1,10,0.1
"Redrose357_","lego",1,10,0.1
"Redrose357_","playable",1,10,0.1
"Redrose357_","sona",1,10,0.1
"Redrose357_","star",1,10,0.1
"Redrose357_","style",1,10,0.1
"Redrose357_","wars",1,10,0.1
"RemnantSnow","@elpolitemexa",1,5,0.2
"RemnantSnow","gtgtgtgtgtgtgt",1,5,0.2
"RemnantSnow","lego",1,5,0.2
"RemnantSnow","star",1,5,0.2
"RemnantSnow","wars",1,5,0.2
"RenaAndou","cup",1,8,0.125
"RenaAndou","dispute",1,8,0.125
"RenaAndou","https://t.co/udyqphohjx",1,8,0.125
"RenaAndou","lego",1,8,0.125
"RenaAndou","star",1,8,0.125
"RenaAndou","stuck",1,8,0.125
"RenaAndou","wars",1,8,0.125
"RenaAndou","wife",1,8,0.125
"RestocksNow","building",1,11,0.0909090909090909
"RestocksNow","crest",1,11,0.0909090909090909
"RestocksNow","exclusive",1,11,0.0909090909090909
"RestocksNow","https://t.co/xdvlnd1n4p",1,11,0.0909090909090909
"RestocksNow","kit",1,11,0.0909090909090909
"RestocksNow","lego",1,11,0.0909090909090909
"RestocksNow","mandalorian",1,11,0.0909090909090909
"RestocksNow","pieces",1,11,0.0909090909090909
"RestocksNow","razor",1,11,0.0909090909090909
"RestocksNow","star",1,11,0.0909090909090909
"RestocksNow","wars",1,11,0.0909090909090909
"revistawhatsup","#aficionescolombia",1,13,0.0769230769230769
"revistawhatsup","#noticias",1,13,0.0769230769230769
"revistawhatsup","#noticiasfullmagazine",1,13,0.0769230769230769
"revistawhatsup","#revistawhatsup",1,13,0.0769230769230769
"revistawhatsup","#siganenconexion",1,13,0.0769230769230769
"revistawhatsup","apple",1,13,0.0769230769230769
"revistawhatsup","arcade",1,13,0.0769230769230769
"revistawhatsup","battles",1,13,0.0769230769230769
"revistawhatsup","https://t.co/diwkppfyph",1,13,0.0769230769230769
"revistawhatsup","lego®",1,13,0.0769230769230769
"revistawhatsup","llega",1,13,0.0769230769230769
"revistawhatsup","star",1,13,0.0769230769230769
"revistawhatsup","wars",1,13,0.0769230769230769
"RevSethDub","@hectorealcala",1,6,0.166666666666667
"RevSethDub","lego",1,6,0.166666666666667
"RevSethDub","movies",1,6,0.166666666666667
"RevSethDub","panicking",1,6,0.166666666666667
"RevSethDub","star",1,6,0.166666666666667
"RevSethDub","wars",1,6,0.166666666666667
"Ric9871Ric","@ric9871ric",1,12,0.0833333333333333
"Ric9871Ric","#pleaseretweet",1,12,0.0833333333333333
"Ric9871Ric","#retweet",1,12,0.0833333333333333
"Ric9871Ric","apple",1,12,0.0833333333333333
"Ric9871Ric","arcade",1,12,0.0833333333333333
"Ric9871Ric","exclusive",1,12,0.0833333333333333
"Ric9871Ric","game",1,12,0.0833333333333333
"Ric9871Ric","https://t.co/xn0rowcijy",1,12,0.0833333333333333
"Ric9871Ric","https://t.co/zwyoe9a5ro",1,12,0.0833333333333333
"Ric9871Ric","lego",1,12,0.0833333333333333
"Ric9871Ric","star",1,12,0.0833333333333333
"Ric9871Ric","wars",1,12,0.0833333333333333
"rileytheereylo","@trevorbeimonts",1,9,0.111111111111111
"rileytheereylo","complete",1,9,0.111111111111111
"rileytheereylo","ds😳",1,9,0.111111111111111
"rileytheereylo","lego",1,9,0.111111111111111
"rileytheereylo","nintendo",1,9,0.111111111111111
"rileytheereylo","saga",1,9,0.111111111111111
"rileytheereylo","star",1,9,0.111111111111111
"rileytheereylo","uhhhh",1,9,0.111111111111111
"rileytheereylo","wars",1,9,0.111111111111111
"RinkuStreams","@elyseexplosion",1,7,0.142857142857143
"RinkuStreams","lego",1,7,0.142857142857143
"RinkuStreams","marvel",1,7,0.142857142857143
"RinkuStreams","noted",1,7,0.142857142857143
"RinkuStreams","star",1,7,0.142857142857143
"RinkuStreams","wanna",1,7,0.142857142857143
"RinkuStreams","wars",1,7,0.142857142857143
"ripclonefives","craziest",1,9,0.111111111111111
"ripclonefives","date",1,9,0.111111111111111
"ripclonefives","fluid",1,9,0.111111111111111
"ripclonefives","game",1,9,0.111111111111111
"ripclonefives","gonna",1,9,0.111111111111111
"ripclonefives","https://t.co/9hbnmomg04",1,9,0.111111111111111
"ripclonefives","lego",1,9,0.111111111111111
"ripclonefives","star",1,9,0.111111111111111
"ripclonefives","wars",1,9,0.111111111111111
"RiverView_24","@emmakennedy",1,16,0.0625
"RiverView_24","@graemed1985",1,16,0.0625
"RiverView_24","@nichstarling",1,16,0.0625
"RiverView_24","@stevieinselby",1,16,0.0625
"RiverView_24","bedroom",1,16,0.0625
"RiverView_24","bet",1,16,0.0625
"RiverView_24","childhood",1,16,0.0625
"RiverView_24","living",1,16,0.0625
"RiverView_24","picture",1,16,0.0625
"RiverView_24","playing",1,16,0.0625
"RiverView_24","socks",1,16,0.0625
"RiverView_24","star",1,16,0.0625
"RiverView_24","wanking",1,16,0.0625
"RiverView_24","wars",1,16,0.0625
"Rob7yay","@fazeclan",1,4,0.25
"Rob7yay","lego",1,4,0.25
"Rob7yay","star",1,4,0.25
"Rob7yay","wars",1,4,0.25
"RobBattinson_","delayed",1,5,0.2
"RobBattinson_","game",1,5,0.2
"RobBattinson_","lego",1,5,0.2
"RobBattinson_","star",1,5,0.2
"RobBattinson_","wars",1,5,0.2
"robby_weidemann","#lego",1,43,0.0232558139534884
"robby_weidemann","#legostarwarsgame",1,43,0.0232558139534884
"robby_weidemann","#legostarwarstheskywalkersaga",1,43,0.0232558139534884
"robby_weidemann","anticipation",1,43,0.0232558139534884
"robby_weidemann","check",1,43,0.0232558139534884
"robby_weidemann","enjoy",1,43,0.0232558139534884
"robby_weidemann","films",1,43,0.0232558139534884
"robby_weidemann","frame",1,43,0.0232558139534884
"robby_weidemann","hours",1,43,0.0232558139534884
"robby_weidemann","https://t.co/tl4tshyuy1",1,43,0.0232558139534884
"robby_weidemann","ii",1,43,0.0232558139534884
"robby_weidemann","love",1,43,0.0232558139534884
"robby_weidemann","missed",1,43,0.0232558139534884
"robby_weidemann","recreated",1,43,0.0232558139534884
"robby_weidemann","retold",1,43,0.0232558139534884
"robby_weidemann","saga",1,43,0.0232558139534884
"robby_weidemann","scrubbing",1,43,0.0232558139534884
"robby_weidemann","shots",1,43,0.0232558139534884
"robby_weidemann","single",1,43,0.0232558139534884
"robby_weidemann","skywalker",1,43,0.0232558139534884
"robby_weidemann","spent",1,43,0.0232558139534884
"robby_weidemann","spring",1,43,0.0232558139534884
"robby_weidemann","stories",1,43,0.0232558139534884
"RobertLonechil1","@hamillhimself",1,9,0.111111111111111
"RobertLonechil1","favorite",1,9,0.111111111111111
"RobertLonechil1","franchises",1,9,0.111111111111111
"RobertLonechil1","https://t.co/gxps8plntm",1,9,0.111111111111111
"RobertLonechil1","lego",1,9,0.111111111111111
"RobertLonechil1","playing",1,9,0.111111111111111
"RobertLonechil1","remember",1,9,0.111111111111111
"RobertLonechil1","star",1,9,0.111111111111111
"RobertLonechil1","wars",1,9,0.111111111111111
"robinpatrol","anakins",1,16,0.0625
"robinpatrol","brother",1,16,0.0625
"robinpatrol","hair",1,16,0.0625
"robinpatrol","lego",1,16,0.0625
"robinpatrol","likes",1,16,0.0625
"robinpatrol","people",1,16,0.0625
"robinpatrol","play",1,16,0.0625
"robinpatrol","refuses",1,16,0.0625
"robinpatrol","review",1,16,0.0625
"robinpatrol","star",1,16,0.0625
"robinpatrol","wars",1,16,0.0625
"robinpatrol","winners",1,16,0.0625
"robobbie_","10th",1,46,0.0217391304347826
"robobbie_","20th",1,46,0.0217391304347826
"robobbie_","article",1,46,0.0217391304347826
"robobbie_","barely",1,46,0.0217391304347826
"robobbie_","cares",1,46,0.0217391304347826
"robobbie_","check",1,46,0.0217391304347826
"robobbie_","crearly",1,46,0.0217391304347826
"robobbie_","finger",1,46,0.0217391304347826
"robobbie_","gtgtgtgtgtgtgtgtgtgt",1,46,0.0217391304347826
"robobbie_","gunship",1,46,0.0217391304347826
"robobbie_","happened",1,46,0.0217391304347826
"robobbie_","hilarious",1,46,0.0217391304347826
"robobbie_","https://t.co/pulmhpicc8",1,46,0.0217391304347826
"robobbie_","interview",1,46,0.0217391304347826
"robobbie_","link",1,46,0.0217391304347826
"robobbie_","matter",1,46,0.0217391304347826
"robobbie_","moves",1,46,0.0217391304347826
"robobbie_","original",1,46,0.0217391304347826
"robobbie_","people",1,46,0.0217391304347826
"robobbie_","quote",1,46,0.0217391304347826
"robobbie_","republic",1,46,0.0217391304347826
"robobbie_","sad",1,46,0.0217391304347826
"robobbie_","shit",1,46,0.0217391304347826
"robobbie_","stuff",1,46,0.0217391304347826
"robobbie_","team",1,46,0.0217391304347826
"robobbie_","theme",1,46,0.0217391304347826
"robobbie_","trilogy",1,46,0.0217391304347826
"rogueitems","bounty",1,10,0.1
"rogueitems","crest",1,10,0.1
"rogueitems","disney",1,10,0.1
"rogueitems","https://t.co/hblc54zy9b",1,10,0.1
"rogueitems","https://t.co/pos6kxd2xo",1,10,0.1
"rogueitems","hunter",1,10,0.1
"rogueitems","lego",1,10,0.1
"rogueitems","mandalorian",1,10,0.1
