"from","to","type"
"711507096215404544","711507096215404544","quote"
"711507096215404544","711507096215404544","quote"
"955605884960493568","899690604","quote"
"1542376674","166212191","quote"
"32245365","32245365","quote"
"884253117251858432","884253117251858432","quote"
"884253117251858432","2452861564","quote"
"884253117251858432","1011438486073872385","quote"
"13384592","138848810","quote"
"931948290","899690604","quote"
"303737706","899690604","quote"
"29916355","899690604","quote"
"931464049145012224","259094738","quote"
"3267730369","110308521","quote"
"1012717922375143424","261180607","quote"
"1030648636097540096","38630406","quote"
"3008482092","861191468","quote"
"326344080","899690604","quote"
"2780798138","248568377","quote"
"1119519943","3199856542","quote"
"11963792","1872245198","quote"
"11963792","11963792","quote"
"191695844","25999985","quote"
"3199856542","3199856542","quote"
"3199856542","994170218862661633","quote"
"452355286","1084888680689471494","quote"
"33861734","994170218862661633","quote"
"20904490","20904490","quote"
"2321122829","235261861","quote"
"1161732794034380800","103072142","quote"
"531697681","15201979","quote"
"107298779","3243113259","quote"
"174637278","1393496952","quote"
"2161707752","807095","quote"
"173630299","3199856542","quote"
"4898725332","121588816","quote"
"122013040","1044009294054617088","quote"
"1167122150","870364054044520448","quote"
"21506708","115187891","quote"
"920708757302022145","108899342","quote"
"791719318320979968","1424825981446021128","quote"
"922486013703925760","3199856542","quote"
"922486013703925760","3199856542","quote"
"1339518313","21506708","quote"
"1384192653730873344","3199856542","quote"
"1384192653730873344","3199856542","quote"
"1327266882","229564414","quote"
"88273299","88273299","quote"
"229564414","235261861","quote"
"20509869","215035672","quote"
"20509869","1150225184604872704","quote"
"19304217","3092541736","quote"
"19304217","860158302","quote"
"19304217","19388010","quote"
"108899342","3199856542","quote"
"108899342","3199856542","quote"
"16284661","1150225184604872704","quote"
"16284661","14137772","quote"
"896072378844934144","532752544","quote"
"1241814552","1241814552","quote"
"1241814552","1241814552","quote"
"1436382126","515865890","quote"
"1066151600","727933551526748161","quote"
"43186378","421213288","quote"
"1068390524","891029184902037504","quote"
"69133574","235261861","quote"
"2321122829","75958753","quote"
"215035672","215035672","quote"
"1700447018","3199856542","quote"
"34260029","1700447018","quote"
"2211444461","3199856542","quote"
"2211444461","3318844765","quote"
"2211444461","3199856542","quote"
"2211444461","814826774","quote"
"2211444461","3199856542","quote"
"755726","1241814552","quote"
"16741059","78459415","quote"
"1062020126277599233","3199856542","quote"
"1426071570","3199856542","quote"
"2446400162","2532976740","quote"
"2440258777","2440258777","quote"
"2440258777","2440258777","quote"
"2440258777","1241814552","quote"
"12497","36462509","quote"
"1908632491","3199856542","quote"
"1486906717","3199856542","quote"
"13074042","18493702","quote"
"13074042","18493702","quote"
"13074042","1234536299421302784","quote"
"13074042","312102273","quote"
"261180607","3199856542","quote"
"160083636","3199856542","quote"
"941077946927808512","3199856542","quote"
"222751158","3199856542","quote"
"226088003","3199856542","quote"
"226088003","3199856542","quote"
"24443976","3199856542","quote"
"46245868","354537284","quote"
"2442208757","800459756292882432","quote"
"2317795400","1175934443090894848","quote"
"874743751","5685812","quote"
"874743751","1390674455085600768","quote"
"874743751","1313137480661643264","quote"
"552192443","552192443","quote"
"1012717922375143424","1012717922375143424","quote"
"1012717922375143424","1608190106","quote"
"782325","46276118","quote"
"492415178","706886609598283776","quote"
"997930951","1313137480661643264","quote"
"273200904","15163166","quote"
"853839421","1311012323436437504","quote"
"166390394","75965553","quote"
"790360285","1012717922375143424","quote"
"931901065","1012717922375143424","quote"
"75965553","942607834063294465","quote"
"148593548","3406537077","quote"
"972644920371458049","1274116345290911744","quote"
"969084014089744384","1652541","quote"
"37989702","1224302012759715840","quote"
